movieId,title,genres,title,genres
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,팬케이크덕,빵/케이크|퓨전요리|혼밥 요리|간식/야식|달걀/유제품 요리|눈 건강
3269,Forever Young (1992),Drama|Romance|Sci-Fi,치즈이모모찌,손님 접대 요리|실생활 요리|일식 요리|채소류 요리|술안주|파티/명절요리|자취 초보 요리|퓨전요리|간식/야식|달걀/유제품 요리|15분 요리|간단 재료 요리|전/부침요리|동영상 레시피
3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,두부고로케,실생활 요리|일식 요리|나들이 요리|파티/명절요리|튀김요리|콩/두부 요리|간식/야식|움짤 레시피|간단 재료 요리
3271,Of Mice and Men (1992),Drama,초콜렛 시리얼,가공식품 요리|실생활 요리|자취 초보 요리|과자/쿠키|움짤 레시피|간단 재료 요리|10분 요리|5분 요리|아이 간식|사탕/초콜렛
3272,Bad Lieutenant (1992),Crime|Drama,닭개장,실생활 요리|국/탕요리|한식 요리|닭고기
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,레몬청,실생활 요리|양념/소스/잼|한식 요리|과일 요리|간단 재료 요리
3274,Single White Female (1992),Drama|Thriller,늙은호박꽃게탕,손님 접대 요리|실생활 요리|수산물|채소류 요리|술안주|한식 요리|빈혈 예방|봄|해장요리|간편 메인반찬
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,카스테라 딸기케이크,빵/케이크|실생활 요리|양식 요리|자취 초보 요리|과일 요리|혼밥 요리|간식/야식|15분 요리|간단 재료 요리|아이 간식|동영상 레시피
3276,Gun Shy (2000),Comedy,애호박 오징어전,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|혼밥 요리|15분 요리|간단 재료 요리|전/부침요리|10분 요리|간편 메인반찬
3281,"Brandon Teena Story, The (1998)",Documentary,펌킨파이,채소류 요리|간식/야식|움짤 레시피|간단 재료 요리|파이류
3282,Different for Girls (1996),Comedy,고구마 비타민 미음,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|퓨전요리|혼밥 요리|간단 재료 요리|죽/미음|동영상 레시피
3284,They Might Be Giants (1971),Comedy|Mystery|Romance,가래떡떡볶이,실생활 요리|술안주|자취 초보 요리|한식 요리|간식/야식
3285,"Beach, The (2000)",Adventure|Drama,온센다마고,찜요리|실생활 요리|일식 요리|자취 초보 요리|달걀/유제품 요리|간단 재료 요리
3286,Snow Day (2000),Comedy,햄 쌈밥정식,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|퓨전요리|혼밥 요리|15분 요리|간단 재료 요리|햄/소시지|10분 요리|5분 요리
3287,"Tigger Movie, The (2000)",Animation|Children,단팥죽,자취 초보 요리|한식 요리|콩/두부 요리|간식/야식|죽/미음
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,백치즈롤,가공식품 요리|실생활 요리|자취 초보 요리|간식/야식|달걀/유제품 요리|간단 재료 요리|10분 요리
3292,"Big Combo, The (1955)",Film-Noir,콜라삼겹살조림,손님 접대 요리|술안주|한식 요리|돼지고기|움짤 레시피|조림요리
3294,Eaten Alive (1977),Horror,큐브 스테이크,쇠고기|양식 요리|구이요리|파티/명절요리|자취 초보 요리|빈혈 예방|암 예방|동영상 레시피
3296,To Sir with Love (1967),Drama,해물라면,가공식품 요리|실생활 요리|자취 초보 요리|간식/야식|국물면요리
3298,Boiler Room (2000),Crime|Drama|Thriller,단호박수프,채소류 요리|한식 요리|혼밥 요리|다이어트 요리|움짤 레시피|스튜/스프요리|아이 간식
3299,Hanging Up (2000),Comedy|Drama,사과미음,실생활 요리|자취 초보 요리|한식 요리|과일 요리|혼밥 요리|간단 재료 요리|5분 요리|아이 성장/발육 |아이 간식|죽/미음|이유식 초기
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,소고기 무국,쇠고기|실생활 요리|국/탕요리|자취 초보 요리|한식 요리|움짤 레시피|간단 재료 요리
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,스팸 고추장볶음밥,실생활 요리|자취 초보 요리|한식 요리|혼밥 요리|움짤 레시피|간단 재료 요리|햄/소시지|볶음밥/오므라이스
3302,Beautiful People (1999),Comedy,된장쌈밥,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|콩/두부 요리|혼밥 요리|찌개요리|간단 재료 요리|간편 메인반찬
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,목포 바지락비빔밥,한식 요리|혼밥 요리|움짤 레시피|채소밥/비빔밥|잇몸 건강
3304,Blue Collar (1978),Crime|Drama,떡국달걀탕,실생활 요리|국/탕요리|한식 요리|달걀/유제품 요리|움짤 레시피
3306,"Circus, The (1928)",Comedy,가지호박두부지짐이,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|콩/두부 요리|혼밥 요리|조림요리|간단 재료 요리|간편 메인반찬
3307,City Lights (1931),Comedy|Drama|Romance,계란초밥,실생활 요리|일식 요리|나들이 요리|자취 초보 요리|간식/야식|움짤 레시피|간단 재료 요리|김밥/롤/주먹밥/초밥
3308,"Flamingo Kid, The (1984)",Comedy|Drama,알배추 배 겉절이,실생활 요리|자취 초보 요리|한식 요리|과일 요리|나물/무침|김치요리
3309,"Dog's Life, A (1918)",Comedy,두부잡곡청국장비빔밥,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|콩/두부 요리|빈혈 예방|움짤 레시피|찌개요리
3310,"Kid, The (1921)",Comedy|Drama,참외 겉절이,실생활 요리|자취 초보 요리|한식 요리|과일 요리|나물/무침|15분 요리
3313,Class Reunion (1982),Comedy,냉이두부선,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|콩/두부 요리|빈혈 예방|다이어트 요리|15분 요리|전/부침요리
3314,"Big Trees, The (1952)",Action|Drama,플로랑댕 아망드,빵/케이크|나들이 요리|자취 초보 요리|간식/야식|과자/쿠키
3316,Reindeer Games (2000),Action|Thriller,까르보나라 떡볶이,볶음요리|퓨전요리|간식/야식|달걀/유제품 요리|움짤 레시피|아이 간식
3317,Wonder Boys (2000),Comedy|Drama,화채,실생활 요리|자취 초보 요리|한식 요리|과일 요리|기미/주근깨|빈혈 예방|간식/야식|15분 요리|불면증 해소|비뇨기 건강|여름|기타음료|산모 건강|동영상 레시피|두통해소
3318,Deterrence (1999),Drama|Thriller,부추 건새우전,손님 접대 요리|실생활 요리|수산물|채소류 요리|술안주|파티/명절요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|움짤 레시피|15분 요리|간단 재료 요리|전/부침요리|수산가공품|수유모 건강|아이 간식|산모 건강
3320,Mifune's Last Song (Mifunes sidste sang) (1999),Comedy|Drama|Romance,타와라야 우동,실생활 요리|일식 요리|국물면요리|일식면|움짤 레시피
3324,Drowning Mona (2000),Comedy,두부 스테이크,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|콩/두부 요리|다이어트 요리|전/부침요리
3325,"Next Best Thing, The (2000)",Comedy|Drama,비빔당면,실생활 요리|자취 초보 요리|한식 요리|간식/야식|한식면|비빔면요리|간단 재료 요리
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,레터스샌드위치,실생활 요리|샌드위치|나들이 요리|채소류 요리|자취 초보 요리|기미/주근깨|빈혈 예방|간식/야식|15분 요리|햄/소시지|아이 성장/발육 |허리/관절 건강|암 예방|수유모 건강|잇몸 건강|눈 건강
3327,Beyond the Mat (1999),Documentary,이십삼시 오십구분 : 손칼국수 편,한식 요리|혼밥 요리|기미/주근깨|빈혈 예방|국물면요리|수유모 건강|잇몸 건강|눈 건강|동영상 레시피
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,묵채,실생활 요리|국/탕요리|한식 요리|다이어트 요리|15분 요리|여름
3329,The Year My Voice Broke (1987),Drama|Romance,떠먹는소세지파스타,손님 접대 요리|양식 요리|자취 초보 요리|혼밥 요리|서양식면|볶음면요리|움짤 레시피|간단 재료 요리|햄/소시지
3330,Splendor in the Grass (1961),Drama|Romance,나폴리탄 파스타,손님 접대 요리|양식 요리|자취 초보 요리|혼밥 요리|서양식면|볶음면요리|움짤 레시피|15분 요리|간단 재료 요리|간편 메인반찬
3331,My Tutor (1983),Drama,누가크래커,가공식품 요리|실생활 요리|자취 초보 요리|간식/야식|과자/쿠키|간단 재료 요리|5분 요리|이국적인맛
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,감자국,실생활 요리|국/탕요리|자취 초보 요리|한식 요리|혼밥 요리|빈혈 예방
3338,For All Mankind (1989),Documentary,꽃게라면,한식 요리|혼밥 요리|국물면요리|한식면|해장요리
3339,Cross of Iron (1977),War,해물떡찜,수산물|술안주|한식 요리|볶음요리
3340,Bride of the Monster (1955),Horror|Sci-Fi,전라면,쇠고기|실생활 요리|술안주|자취 초보 요리|한식 요리|퓨전요리|돼지고기|김치요리|간식/야식|국물면요리|한식면|생선|찌개요리|15분 요리|전/부침요리|햄/소시지|동영상 레시피
3341,Born Yesterday (1950),Comedy,가지밥,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|채소밥/비빔밥|여름
3342,Birdy (1984),Drama|War,스팸주먹밥,손님 접대 요리|실생활 요리|나들이 요리|자취 초보 요리|한식 요리|혼밥 요리|간식/야식|간단 재료 요리|햄/소시지|10분 요리|김밥/롤/주먹밥/초밥|5분 요리|아이 간식|쌀밥/잡곡밥
3343,And God Created Woman (1988),Comedy|Drama|Romance,명란츠케맨,실생활 요리|일식 요리|국물면요리|일식면
3344,Blood Feast (1963),Horror,스테이크와 매쉬드 포테이토,쇠고기|양식 요리|구이요리|파티/명절요리|움짤 레시피
3347,Never Cry Wolf (1983),Adventure|Drama,짜투리타타,찜요리|실생활 요리|양식 요리|혼밥 요리|움짤 레시피|햄/소시지
3349,"Perils of Pauline, The (1947)",Comedy,얼갈이  꽁보리밥,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|채소밥/비빔밥|쌀밥/잡곡밥
3350,"Raisin in the Sun, A (1961)",Drama,참깨비빔우동,가공식품 요리|실생활 요리|일식 요리|채소류 요리|자취 초보 요리|한식 요리|혼밥 요리|한식면|비빔면요리|일식면|15분 요리|간단 재료 요리
3351,Two Thousand Maniacs! (1964),Horror,꽃등심스테이크,쇠고기|양식 요리|구이요리|파티/명절요리|면역력 강화|혼밥 요리
3354,Mission to Mars (2000),Sci-Fi,꼬깔콘새우마요,술안주|자취 초보 요리|볶음요리|퓨전요리|움짤 레시피|간단 재료 요리|10분 요리|수산가공품
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,김치수제비닭전골,손님 접대 요리|실생활 요리|국/탕요리|술안주|한식 요리|닭고기|김치요리
3357,East-West (Est-ouest) (1999),Drama|Romance,매콤 소세지 크림 숏파스타,손님 접대 요리|양식 요리|자취 초보 요리|퓨전요리|혼밥 요리|서양식면|볶음면요리|움짤 레시피|15분 요리|간단 재료 요리|10분 요리|간편 메인반찬
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,볶음우동,실생활 요리|일식 요리|혼밥 요리|볶음면요리|일식면
3359,Breaking Away (1979),Comedy|Drama,수취리떡 당고,실생활 요리|자취 초보 요리|한식 요리|간식/야식|움짤 레시피|간단 재료 요리|10분 요리
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,홍합스파게티,손님 접대 요리|양식 요리|자취 초보 요리|서양식면|볶음면요리|움짤 레시피|간단 재료 요리
3361,Bull Durham (1988),Comedy|Drama|Romance,파탕,실생활 요리|일식 요리|국/탕요리|자취 초보 요리|혼밥 요리|간식/야식|일식면|10분 요리
3362,Dog Day Afternoon (1975),Crime|Drama,고추장 떡국,실생활 요리|국/탕요리|파티/명절요리|한식 요리
3363,American Graffiti (1973),Comedy|Drama,파파쿡 코다리냉면,실생활 요리|자취 초보 요리|한식 요리|간식/야식|국물면요리|한식면|비빔면요리|간단 재료 요리|10분 요리|동영상 레시피
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,크리미 베이컨 시금치 파스타,채소류 요리|파티/명절요리|자취 초보 요리|면역력 강화|기미/주근깨|빈혈 예방|15분 요리|10분 요리|5분 요리|아이 성장/발육 |수유모 건강|이국적인맛
3365,"Searchers, The (1956)",Drama|Western,오슬로 계란말이 팬,손님 접대 요리|실생활 요리|나들이 요리|술안주|자취 초보 요리|한식 요리|퓨전요리|혼밥 요리|간식/야식|달걀/유제품 요리|간단 재료 요리|전/부침요리|10분 요리|동영상 레시피
3368,"Big Country, The (1958)",Romance|Western,어묵튀김,술안주|자취 초보 요리|튀김요리|간식/야식|간단 재료 요리|수산가공품
3370,Betrayed (1988),Drama|Thriller,갑오징어양배추볶음,손님 접대 요리|실생활 요리|수산물|채소류 요리|술안주|자취 초보 요리|한식 요리|볶음요리|퓨전요리|혼밥 요리|15분 요리|간단 재료 요리|간편 메인반찬
3371,Bound for Glory (1976),Drama,소고기크로켓,가공식품 요리|실생활 요리|일식 요리|채소류 요리|술안주|자취 초보 요리|튀김요리|혼밥 요리|빈혈 예방|5분 요리
3377,Hangmen Also Die! (1943),Drama|War,스파이시 햄버거,손님 접대 요리|실생활 요리|나들이 요리|양식 요리|파티/명절요리|자취 초보 요리|혼밥 요리|간식/야식|움짤 레시피|간단 재료 요리|햄버거/핫도그
3379,On the Beach (1959),Drama,베이컨왕초밥,가공식품 요리|실생활 요리|일식 요리|자취 초보 요리|혼밥 요리|15분 요리|김밥/롤/주먹밥/초밥
3380,Railroaded! (1947),Film-Noir,콜라닭날개,손님 접대 요리|술안주|파티/명절요리|닭고기|퓨전요리|간식/야식|조림요리|피부 재생|동영상 레시피
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,딸기크레이프,빵/케이크|양식 요리|과일 요리|간식/야식|움짤 레시피
3385,Volunteers (1985),Comedy,두릅꼬막비빔밥,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|채소밥/비빔밥
3386,JFK (1991),Drama|Mystery|Thriller,육회비빔냉면,손님 접대 요리|쇠고기|실생활 요리|술안주|한식 요리|간식/야식|국물면요리|한식면|비빔면요리
3387,Who's Harry Crumb? (1989),Comedy|Mystery,바베큐치킨볶음+라면사리,실생활 요리|술안주|자취 초보 요리|한식 요리|닭고기|볶음요리|퓨전요리|혼밥 요리|볶음면요리|간식/야식|한식면
3388,Harry and the Hendersons (1987),Children|Comedy,과일탕후루,자취 초보 요리|과일 요리|간식/야식|사탕/초콜렛|동영상 레시피
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,부추콩가루찜,찜요리|실생활 요리|채소류 요리|자취 초보 요리|한식 요리|나물/무침|15분 요리|간단 재료 요리
3391,Who's That Girl? (1987),Comedy,콩나물밥,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|채소밥/비빔밥
3392,She-Devil (1989),Comedy,야채죽,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|죽/미음
3393,Date with an Angel (1987),Comedy|Fantasy|Romance,스터프드 치즈 감자,실생활 요리|양식 요리|자취 초보 요리|간식/야식|움짤 레시피
3394,Blind Date (1987),Comedy|Romance,크림새우그라탕,실생활 요리|수산물|양식 요리|자취 초보 요리|혼밥 요리|움짤 레시피|간단 재료 요리
3395,Nadine (1987),Comedy,꽈리고추 감자조림,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|조림요리
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,계란 오꼬노미야끼,일식 요리|술안주|달걀/유제품 요리|전/부침요리|동영상 레시피
3397,"Great Muppet Caper, The (1981)",Children|Comedy,떠먹는 생과일 양갱,자취 초보 요리|과일 요리|간식/야식|동영상 레시피
3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,얼큰떡국,국/탕요리|파티/명절요리|한식 요리|돼지고기|혼밥 요리|동영상 레시피
3399,Sesame Street Presents Follow That Bird (1985),Children|Comedy,스토로베리 요거트 아이스캔디,자취 초보 요리|과일 요리|간식/야식|간단 재료 요리|아이스크림|요거트
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,닭꼬치,구이요리|자취 초보 요리|닭고기|퓨전요리|간식/야식
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,두두콩국수,자취 초보 요리|한식 요리|혼밥 요리|국물면요리|한식면|간단 재료 요리|동영상 레시피
3402,Turtle Diary (1985),Comedy|Drama|Romance,미소된장국,실생활 요리|일식 요리|국/탕요리|15분 요리|겨울
3404,Titanic (1953),Action|Drama,블루베리머핀,빵/케이크|나들이 요리|양식 요리|파티/명절요리|과일 요리|간식/야식|달걀/유제품 요리|움짤 레시피
3405,"Night to Remember, A (1958)",Action|Drama,바나나티라미수,빵/케이크|나들이 요리|양식 요리|자취 초보 요리|간식/야식|동영상 레시피
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,갈릭크림소스 스튜,양식 요리|양념/소스/잼|닭고기|간식/야식|움짤 레시피|스튜/스프요리
3408,Erin Brockovich (2000),Drama,연어와사마요라면,가공식품 요리|실생활 요리|일식 요리|자취 초보 요리|한식 요리|퓨전요리|덮밥/국밥|혼밥 요리|볶음면요리|간식/야식|비빔면요리|간단 재료 요리|5분 요리
3409,Final Destination (2000),Drama|Thriller,호가네 주꾸미,손님 접대 요리|실생활 요리|수산물|채소류 요리|술안주|자취 초보 요리|한식 요리|볶음요리|간식/야식|15분 요리|간단 재료 요리|수산가공품|동영상 레시피
3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,크래미 마끼,일식 요리|나들이 요리|자취 초보 요리|김밥/롤/주먹밥/초밥|수산가공품
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,이십오 참치,손님 접대 요리|실생활 요리|일식 요리|수산물|구이요리|술안주|파티/명절요리|자취 초보 요리|혼밥 요리|생선|간단 재료 요리|동영상 레시피
3415,"Mirror, The (Zerkalo) (1975)",Drama,스팸동,가공식품 요리|실생활 요리|일식 요리|자취 초보 요리|한식 요리|덮밥/국밥|혼밥 요리|달걀/유제품 요리|15분 요리|동영상 레시피
3417,"Crimson Pirate, The (1952)",Adventure|Comedy,망고살사&새우베이컨말이,수산물|구이요리|술안주|퓨전요리|간식/야식|동영상 레시피
3418,Thelma & Louise (1991),Adventure|Crime|Drama,호박찜나물,찜요리|실생활 요리|채소류 요리|자취 초보 요리|한식 요리|나물/무침|혼밥 요리|움짤 레시피|15분 요리|간단 재료 요리|아이 성장/발육 |수유모 건강|산모 건강
3420,...And Justice for All (1979),Drama|Thriller,바지락소면,손님 접대 요리|실생활 요리|수산물|채소류 요리|술안주|자취 초보 요리|한식 요리|나물/무침|혼밥 요리|간식/야식|비빔면요리|움짤 레시피
3421,Animal House (1978),Comedy,무조림,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|조림요리
3422,She's Gotta Have It (1986),Comedy|Romance, 매운 홍합 리조또,실생활 요리|수산물|양식 요리|자취 초보 요리|혼밥 요리|간단 재료 요리
3423,School Daze (1988),Drama,지라시스시,가공식품 요리|실생활 요리|일식 요리|자취 초보 요리|덮밥/국밥|혼밥 요리|움짤 레시피|간단 재료 요리|10분 요리|5분 요리
3424,Do the Right Thing (1989),Drama,5분 가츠동,가공식품 요리|실생활 요리|일식 요리|자취 초보 요리|닭고기|퓨전요리|덮밥/국밥|혼밥 요리|간단 재료 요리|5분 요리|동영상 레시피
3425,Mo' Better Blues (1990),Drama|Musical,에그 그라탱,손님 접대 요리|구이요리|파티/명절요리|자취 초보 요리|볶음요리|퓨전요리|혼밥 요리|간식/야식|달걀/유제품 요리|움짤 레시피|간단 재료 요리|10분 요리|아이 간식
3426,Jungle Fever (1991),Drama|Romance,스파이시 치킨 파스타,손님 접대 요리|양식 요리|자취 초보 요리|닭고기|혼밥 요리|서양식면|볶음면요리|움짤 레시피|간단 재료 요리
3427,Coogan's Bluff (1968),Crime,약식,실생활 요리|나들이 요리|자취 초보 요리|한식 요리|빈혈 예방|간식/야식|움짤 레시피|간단 재료 요리|쌀밥/잡곡밥
3428,"Champ, The (1979)",Drama,오니기리,가공식품 요리|실생활 요리|일식 요리|자취 초보 요리|김밥/롤/주먹밥/초밥|아이 간식
3429,Creature Comforts (1989),Animation|Comedy,짜플,자취 초보 요리|퓨전요리|간식/야식|한식면|과자/쿠키
3430,Death Wish (1974),Action|Crime|Drama,프리타타,빵/케이크|양식 요리|간식/야식|달걀/유제품 요리|움짤 레시피|볶음밥/오므라이스|아이 간식
3431,Death Wish 2 (1982),Action|Drama,밤 머핀 ,빵/케이크|나들이 요리|간식/야식
3432,Death Wish 3 (1985),Action|Drama,딸기 크림치즈 랩,빵/케이크|과일 요리|빈혈 예방|간식/야식|불면증 해소|동영상 레시피
3434,Death Wish 5: The Face of Death (1994),Action|Drama,레몬시럽푸딩,빵/케이크|과일 요리|간식/야식
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,돼지고추장찌개,실생활 요리|국/탕요리|채소류 요리|술안주|자취 초보 요리|한식 요리|돼지고기|혼밥 요리|찌개요리|간단 재료 요리|해장요리|간편 메인반찬
3436,Dying Young (1991),Drama|Romance,스페니쉬 오믈렛,손님 접대 요리|양식 요리|자취 초보 요리|달걀/유제품 요리|간단 재료 요리|볶음밥/오므라이스
3437,Cool as Ice (1991),Drama,호두밥,가공식품 요리|실생활 요리|일식 요리|자취 초보 요리|간단 재료 요리|김밥/롤/주먹밥/초밥|쌀밥/잡곡밥
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,샌드위치,샌드위치|나들이 요리|양식 요리|파티/명절요리|자취 초보 요리|간식/야식|움짤 레시피|간단 재료 요리|햄/소시지|10분 요리
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,단호박 샌드위치,샌드위치|나들이 요리|양식 요리|채소류 요리|샐러드요리|다이어트 요리|움짤 레시피
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,콜리플라워 크림수프,양식 요리|채소류 요리|자취 초보 요리|혼밥 요리|간식/야식|움짤 레시피|스튜/스프요리|겨울|아이 간식
3441,Red Dawn (1984),Action|Drama|War,딸기허니버터브레드,빵/케이크|가공식품 요리|실생활 요리|양식 요리|파티/명절요리|자취 초보 요리|과일 요리|간식/야식|15분 요리|간단 재료 요리|5분 요리
3442,Band of the Hand (1986),Action|Crime|Drama,갈릭치즈브레드,빵/케이크|양식 요리|간식/야식|달걀/유제품 요리|움짤 레시피
3444,Bloodsport (1988),Action,토마토 미트 파스타,양식 요리|파티/명절요리|자취 초보 요리|혼밥 요리|서양식면|볶음면요리|움짤 레시피|간단 재료 요리
3445,Eyes of Laura Mars (1978),Mystery|Thriller,두부김치,술안주|자취 초보 요리|한식 요리|볶음요리|콩/두부 요리
3446,Funny Bones (1995),Comedy|Drama,찹쌀가루인절미,실생활 요리|자취 초보 요리|한식 요리|간식/야식|간단 재료 요리
3447,"Good Earth, The (1937)",Drama,타코와사비마끼,가공식품 요리|실생활 요리|일식 요리|수산물|자취 초보 요리|혼밥 요리|간단 재료 요리|김밥/롤/주먹밥/초밥|수산가공품|5분 요리
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,수란,실생활 요리|양식 요리|자취 초보 요리|혼밥 요리|달걀/유제품 요리|움짤 레시피|간단 재료 요리
3449,"Good Mother, The (1988)",Drama,와사비김,가공식품 요리|실생활 요리|일식 요리|수산물|구이요리|술안주|자취 초보 요리|15분 요리|간단 재료 요리
3450,Grumpy Old Men (1993),Comedy,알감자조림,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|조림요리
3451,Guess Who's Coming to Dinner (1967),Drama,타마고산도,가공식품 요리|실생활 요리|일식 요리|샌드위치|자취 초보 요리|혼밥 요리|달걀/유제품 요리|간단 재료 요리
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,트리케이크,빵/케이크|손님 접대 요리|양식 요리|파티/명절요리|자취 초보 요리
3453,Here on Earth (2000),Drama|Romance,레몬그린티,손님 접대 요리|양식 요리|자취 초보 요리|과일 요리|면역력 강화|간식/야식|15분 요리|간단 재료 요리|차/커피
3454,Whatever It Takes (2000),Comedy|Romance,로제소스 해물빠에야,실생활 요리|수산물|양식 요리|움짤 레시피|볶음밥/오므라이스
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,계란샌드위치,가공식품 요리|실생활 요리|일식 요리|샌드위치|나들이 요리|자취 초보 요리|퓨전요리|혼밥 요리|간식/야식|달걀/유제품 요리|간단 재료 요리
3457,Waking the Dead (2000),Drama|Thriller,갑오징어초무침,손님 접대 요리|실생활 요리|수산물|채소류 요리|술안주|자취 초보 요리|한식 요리|나물/무침|혼밥 요리|간식/야식|15분 요리|간단 재료 요리|잇몸 건강|간편 메인반찬
3459,Gothic (1986),Drama|Horror,김치피자로스팜 : 김피팜,손님 접대 요리|가공식품 요리|실생활 요리|양식 요리|술안주|파티/명절요리|자취 초보 요리|한식 요리|퓨전요리|중식 요리|혼밥 요리|김치요리|피자|간식/야식|햄/소시지|10분 요리|봄|아이 간식|이국적인맛
3460,Hillbillys in a Haunted House (1967),Comedy,어묵감자조림,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|조림요리
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,해물부대찌개,자취 초보 요리|혼밥 요리|움짤 레시피|찌개요리|간단 재료 요리
3462,Modern Times (1936),Comedy|Drama|Romance,키리모찌구이,실생활 요리|일식 요리|구이요리|술안주|자취 초보 요리|혼밥 요리|15분 요리|간단 재료 요리|10분 요리|5분 요리|간편 메인반찬
3463,Last Resort (National Lampoon's Last Resort) (1994),Comedy,깻잎지,실생활 요리|채소류 요리|자취 초보 요리|한식 요리|젓갈/장아찌|피부 재생|간편 메인반찬
3465,That's Life! (1986),Drama,치즈유부초밥,가공식품 요리|실생활 요리|일식 요리|나들이 요리|자취 초보 요리|간식/야식|움짤 레시피|간단 재료 요리|김밥/롤/주먹밥/초밥
3466,Heart and Souls (1993),Comedy|Fantasy,LCHF 달걀샐러드,실생활 요리|양식 요리|자취 초보 요리|샐러드요리|혼밥 요리|다이어트 요리|달걀/유제품 요리|동영상 레시피
3467,Hud (1963),Drama|Western,떡꼬치구이,손님 접대 요리|실생활 요리|나들이 요리|구이요리|파티/명절요리|자취 초보 요리|한식 요리|퓨전요리|혼밥 요리|간식/야식|간단 재료 요리|10분 요리|아이 간식
3468,"Hustler, The (1961)",Drama,야끼오니기리,가공식품 요리|실생활 요리|일식 요리|나들이 요리|자취 초보 요리|15분 요리|간단 재료 요리|김밥/롤/주먹밥/초밥|암 예방
3469,Inherit the Wind (1960),Drama,냄비우동전골,가공식품 요리|실생활 요리|일식 요리|국물면요리|일식면|움짤 레시피
3470,Dersu Uzala (1975),Adventure|Drama,매운치즈등갈비,찜요리|실생활 요리|양식 요리|파티/명절요리|자취 초보 요리|한식 요리|돼지고기|움짤 레시피|간단 재료 요리
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,빨간짜장면,중식 요리|볶음면요리|간식/야식|움짤 레시피|중식면
3474,Retroactive (1997),Sci-Fi|Thriller,황도시집간날,술안주|자취 초보 요리|과일 요리|퓨전요리|나물/무침
3475,"Place in the Sun, A (1951)",Drama|Romance,아란치니&콜리플라워소스,손님 접대 요리|양식 요리|양념/소스/잼|튀김요리|동영상 레시피
3476,Jacob's Ladder (1990),Horror|Mystery,차돌박이 떡볶이,쇠고기|실생활 요리|자취 초보 요리|한식 요리|볶음요리|혼밥 요리|간식/야식|움짤 레시피
3477,Empire Records (1995),Comedy|Drama,초간단 부추김치,실생활 요리|자취 초보 요리|한식 요리|간단 재료 요리|김장|간편 메인반찬
